,bicycle,boat,bottle,bus,car,cat,chair,diningtable,dog,motorbike,person,mAP,lighting
0,1.0,0.6818181872367859,0.3218267858028412,0.0,0.7000333070755005,0.67320317029953,0.35177743434906006,0.3794929087162018,0.46117180585861206,0.636363685131073,0.4159266948699951,0.5110557675361633,Low
1,0.6636962294578552,0.539002537727356,0.5196679830551147,0.9505828022956848,0.6488917469978333,0.6155387163162231,0.46386611461639404,0.21375596523284912,0.7125637531280518,0.4726928472518921,0.45820462703704834,0.5689512491226196,Ambient
2,0.6705799102783203,0.4560994803905487,0.16470330953598022,0.7551225423812866,0.4114135205745697,0.5453913807868958,0.541387140750885,0.12305840104818344,0.7723950743675232,0.6454659700393677,0.6840025782585144,0.5245108008384705,Object
3,0.813852846622467,0.3045642077922821,0.549736499786377,0.9696969389915466,0.6063646078109741,0.5915151834487915,0.5267719030380249,0.19220392405986786,0.5841048955917358,0.5298144817352295,0.5941417217254639,0.5693425536155701,Single
4,0.7036088109016418,0.332271009683609,0.2995617091655731,0.6496732831001282,0.4568682312965393,0.14002090692520142,0.34920743107795715,0.22339317202568054,0.42424243688583374,0.3016982972621918,0.5358846783638,0.401493638753891,Weak
5,0.617279589176178,0.2551683485507965,0.24049219489097595,0.7347297668457031,0.5129779577255249,0.3208400011062622,0.35746869444847107,0.2548580765724182,0.4523003399372101,0.4185969829559326,0.4333512783050537,0.4180057644844055,Strong
6,0.0,0.0,0.4049057066440582,0.5,0.0,0.0,0.6068709492683411,0.14801865816116333,1.0,0.0,0.5332272052764893,0.2902747690677643,Screen
7,0.9454545378684998,0.0,0.2987900376319885,0.0,0.0,0.6300144195556641,0.6068385243415833,0.16143576800823212,0.8084819316864014,0.0,0.6203055381774902,0.3701200485229492,Window
8,0.6363636255264282,0.005121638998389244,0.0,0.0,0.5251513719558716,1.0,0.5539507269859314,0.0,1.0,0.0,0.21736010909080505,0.35799524188041687,Shadow
9,0.7954545617103577,0.5998599529266357,1.0,0.5923444628715515,0.529555082321167,0.9090909361839294,0.6477372050285339,0.0,0.6097337007522583,0.3030303120613098,0.33632412552833557,0.5748299956321716,Twilight
